factor,gpt-3.5-trubo,flan_t5_small,gpt_neox,bloom_7b,opt_iml_30b,opt_6.7b,65B,t0_3b,flan_t5_large,opt_iml_max_1.3b,opt_125m,text-davinci-003,30B,flan_t5_xxl,gpt_j,7B,13B,GLM130B,text-davinci-002,opt_350m,opt_2.7b,opt_1.3b,flan_t5_xl,flan_t5_base,t0_11b,opt_30b,opt_13b
opt_125m,0.9350953420833428,0.6208191689742377,0.7908477603427961,0.9598332545382231,0.9374779561298844,0.9868674816332349,0.9635591376062795,0.7548609078697555,0.6044654314595106,0.9913250335817255,0.9955574566439286,0.8942269449259702,0.9384347538966059,0.6740846634698364,0.9468208049108114,0.8859084325776507,0.967179960527402,0.9628012036891119,0.9256474331554815,0.9732734490495809,0.9002754076708916,0.988904898054136,0.683543828842012,0.6901175923216041,0.8063366277193693,0.7656877312261271,0.6994529368063216
text-davinci-003,0.9966032053350543,0.8140496934494998,0.8082273851780144,0.8143583951812413,0.7459158868452189,0.8877121652145854,0.9546380552866517,0.8821490803484995,0.36212810584059374,0.9663579649349251,0.9723222544906958,0.9981058405937399,0.9350403355921266,0.8523846402065183,0.7398203721630634,0.8722942884801549,0.959621383241906,0.9484263740991717,0.9815209207271162,0.7856932343766806,0.7567344304614392,0.9269775196299882,0.8084747768097235,0.8585581370334516,0.8969968807142089,0.4901979133053673,0.6426825857803593
30B,0.8545416230383731,0.4481992216053895,0.5360386168019967,0.3799876194427432,0.361568247821878,0.589373794048113,0.9931445956891953,0.6366405226175659,0.79555617019315,0.8721147703999315,0.908262046348065,0.719066716715728,0.9902470184588841,0.6369039387294124,0.4798980579647154,0.9723347228533235,0.9924300794858117,0.9934508169192169,0.9248407978874028,0.6422051879803228,0.5008610414155982,0.7898993091912466,0.5012364093749795,0.5120249455057917,0.7525567826356099,0.2558247887732053,0.31287413319635693
flan_t5_xxl,0.9644281660529004,0.9446545776322925,0.9660049966234535,0.9461815085012458,0.9158890629834033,0.9176255725990758,0.981320878367814,0.9719730009347878,0.8965512652901002,0.9354630525976121,0.9576617665159695,0.9640622349078353,0.9564275805630682,0.999374590406616,0.8679886760943837,0.8224335751805538,0.9893680369124725,0.9968796053266268,0.9686629873953354,0.9425887299860614,0.9550037757440878,0.9258124503082138,0.9642385471868211,0.9288895985735339,0.9800634058874995,0.7194988073971317,0.6709630309744081
gpt_j,0.5864570441261167,0.4041319984805225,0.7311505140490399,0.9935503898766854,0.9906217195420328,0.995241421283305,0.6353049779226455,0.4806205350031248,0.43105779324486054,0.9686097189375094,0.9532883208548286,0.5203311807402142,0.5961335016195506,0.5238419089865657,0.9861572332438803,0.542028665841574,0.5333937856638115,0.4791214805919427,0.6461210435379319,0.9681113956727568,0.9851687559482234,0.9861694870946528,0.47316815142491864,0.36390669101098355,0.5295052303519714,0.8506276013904036,0.7951585035597436
7B,0.8782629371104431,0.4289804860651144,0.5785839235067338,0.4048623494845536,0.3897114519114825,0.617635570048063,0.9947996807119444,0.6139535673646846,0.8094801379052666,0.872495372021535,0.9233980401148077,0.7397938214364566,0.9916000067933628,0.7114587048453662,0.5084560384504339,0.9861755065301201,0.9968648630288208,0.9973743652451554,0.9370221293795962,0.6808885718652876,0.5033949831015098,0.7857814914828213,0.4886805590937654,0.45734787112990616,0.7354053090130942,0.2823457482040047,0.3282569929179192
13B,0.8707277885339357,0.4081020759384748,0.5719351672582553,0.4025055125309239,0.3743142949338496,0.6254100785199526,0.9983664085188771,0.6053868183284931,0.8130478917930515,0.8884720877702484,0.9275639991395074,0.7074257825104873,0.993795041411208,0.6406031515542647,0.48403382811659673,0.9834825750242013,0.9980941432720232,0.99705886307411,0.9303000968054211,0.6793320425943853,0.5264803162310423,0.8171856512853609,0.47042728837259334,0.4930068167150694,0.7345749973109605,0.23660858341400454,0.30551521996342906
GLM130B,0.9071580601106255,0.4218027320641067,0.628462749469526,0.3729436996619959,0.3610581451820561,0.6404705330165156,0.9983833168731523,0.665222733954583,0.8851698658087817,0.9092506217385211,0.9397426996652554,0.7474193369643515,0.9960332593440048,0.76539189898338,0.5400340937611025,0.9814798517605875,0.9989211247681723,0.9995338998243161,0.9648175853403347,0.7089383672152307,0.5094703081150322,0.8157046424229386,0.5607185113477466,0.49568286935179484,0.7758253721467662,0.21220269816591214,0.30318186707344497
text-davinci-002,0.9830346054934631,0.8814052105436424,0.8445680859362692,0.8313151956262638,0.7878418475385239,0.8914377723671044,0.983933124946355,0.9002382651947028,0.6763510114591108,0.967820617707678,0.9668775525503502,0.9609453684961914,0.9724370737600811,0.88322289258075,0.7654581742997362,0.8996238604176648,0.9855248190194948,0.9795068029982518,0.984275366334095,0.7928211881099908,0.7827864533253367,0.9325697547704647,0.8754860642566356,0.8889980801887869,0.9357520564361481,0.484292750023631,0.5916185627382787
opt_350m,0.8656894931043675,0.6145864023457778,0.8620838419125384,0.9818735356426336,0.9728067960211568,0.9921117611571755,0.8469001220590092,0.7443600319878783,0.4378603897470432,0.9796954136678032,0.9811299577703888,0.7708026432088892,0.8421861189444001,0.786787813740758,0.9729821681608373,0.7880978436241705,0.8753770501003129,0.8670082915947641,0.8533362795852799,0.9986496345244609,0.9657848955483536,0.9862718689058181,0.7272016218415478,0.6089306508410848,0.8044109600572416,0.8184039030823408,0.890069727962737
opt_2.7b,0.7616191455175098,0.5905796016673154,0.8806964667684621,0.9981370778069413,0.9950699094819413,0.9979541122344089,0.6505291031692964,0.6424453515101313,0.5023718991493764,0.9924684717052059,0.9761712291627163,0.7292375658260231,0.6347474908766713,0.6360648429989055,0.9881737707208511,0.5484243337558175,0.635965043595706,0.576328246890417,0.7648360129473093,0.9877878796951461,0.9934731190307482,0.9971856568297721,0.6360964461432521,0.5528986736659314,0.6765900539914771,0.8839482639893812,0.8502992318772601
opt_1.3b,0.8304011111578771,0.551945227773335,0.7628793299381288,0.9828030079829398,0.9780083336840776,0.9928413092582459,0.8649634524460906,0.6160227001697602,0.5044719895618504,0.9878432032773545,0.981863013314253,0.7379045835262427,0.8489660058644444,0.5614889796147425,0.9474795516085133,0.7787996127783156,0.8469141518301837,0.8367706272710692,0.8541289616566354,0.9518743774289041,0.9589173225584691,0.991964448559844,0.5590442919875976,0.5421717384289462,0.6816890441516898,0.8054509168455463,0.7236170153064804
flan_t5_xl,0.9824301453398397,0.9904017754245937,0.9924234940830156,0.9977543776465088,0.9941916747337851,0.9919855647970708,0.9735266807594286,0.994316797386912,0.9907475090713924,0.9841193011570553,0.9897794548603566,0.9884656670025223,0.9234874976127915,0.9996246320406188,0.9183410053275908,0.7678744295394828,0.9820086795608852,0.9956371706475428,0.9737505844544982,0.9959433918775642,0.9933816701898572,0.9851960145142277,0.9965657124418015,0.9863221183923715,0.9919559304844882,0.8137203574556637,0.7080904966052248
flan_t5_base,0.9988343837050794,0.9899901877498336,0.993575939572344,0.9980243791611513,0.994310211984116,0.9950082646805092,0.9909516565580735,0.9979058419108204,0.9976325476947797,0.997599620680799,0.9991406049351009,0.998251575557619,0.9551797485693212,0.9999967072986019,0.9143008607121454,0.7959743432707062,0.9914554398719797,0.9977214506325279,0.9931791690538752,0.9974185221039045,0.9947909463882358,0.9975798644724104,0.9985116989680674,0.9961508320656433,0.9980836477863169,0.7935114026249415,0.6855799434972439
t0_11b,0.9915521135850275,0.992891255243627,0.9803000968054212,0.9820877702484672,0.9802742820264602,0.988028396256857,0.9886576314940303,0.9987673443046143,0.9737979993546304,0.9900193610842207,0.9892642787996127,0.9912132946111649,0.9472668602775088,0.9950080671184253,0.9087705711519846,0.7963794772507261,0.9894966118102614,0.9960664730558245,0.9855888996450468,0.9881865117779929,0.9625266214908034,0.9819070667957406,0.9929170700225879,0.9917747660535656,0.9998451113262343,0.799378831881252,0.7221184252984834
opt_30b,0.6499173120361407,0.6598818839410563,0.9501788211250941,0.999865548026245,0.9973647413144024,0.9989445520060234,0.5442884801548886,0.7591259277186189,0.4641954393890503,0.9903900451758632,0.9441419275034958,0.6722867591696247,0.4714894589652576,0.7633981391846831,0.989862321178875,0.3890771216521458,0.5556597558352157,0.46638364526191245,0.5957936700010757,0.9957614015273745,0.9975630579756911,0.9972975153275251,0.7901675271592987,0.5739048886737657,0.635117511025062,0.9554980773367754,0.8987963187049587
opt_13b,0.573418460640145,0.7789340647520706,0.9984019422547981,0.999973109605249,0.9978910247545292,0.9989627990596045,0.4964427849229398,0.887705711519845,0.45802025230873245,0.9755182163217013,0.861683492370811,0.6141574086879023,0.41408518877057116,0.8828500745248083,0.9957743665391293,0.28487300050707604,0.5531219748305904,0.4692642787996128,0.48172989750918116,0.9994545091350513,0.9992662763717943,0.9937153305981961,0.8958304522196101,0.5975660351265385,0.699657339541173,0.9866873338557752,0.9608379815301402
