factor,flan_t5_xxl,flan_t5_xl,gpt_neox,flan_t5_base,opt_1.3b,text-davinci-002,gpt-3.5-trubo,text-davinci-003,13B,bloom_7b,GLM130B,flan_t5_small,opt_30b,65B,opt_13b,opt_iml_30b,flan_t5_large,7B,gpt_j,opt_6.7b,t0_11b,t0_3b,opt_350m,opt_125m,30B,opt_iml_max_1.3b,opt_2.7b
GLM130B,0.2146610767939715,0.07918413975663322,0.3597925831905872,0.04472942143597734,0.3986100563442482,0.7165323389217865,0.15830450939922464,0.21744009731507896,0.6687848093257196,0.5274055330811565,0.747820414299874,0.02993583983274268,0.045280620288506934,0.37931669322716,0.19678876632941292,0.10361529868641332,0.05939920589298679,0.6912421700854701,0.467967058331609,0.3899004806378265,0.03594211878362933,0.0315951611424789,0.284690438939873,0.376993585130412,0.347887469941465,0.16843535893437803,0.2543358756105097
flan_t5_small,0.8995967959918636,0.8423863135312556,0.2260523930694623,0.5389823798663947,0.2363661608958308,0.21160021158421743,0.29238833166921774,0.4067150127091965,0.11125689024922153,0.023744206545514027,0.505660753909903,0.7593816898048893,0.449774483974242,0.31370014236041976,0.46362785033359993,0.23581816413001183,0.8488039799303562,0.23420030828053245,0.23471485099022615,0.3132985325665447,0.8690826136746934,0.3370904483126296,0.021229008679461144,0.3967650850218254,0.2003593292554445,0.8251351814970889,0.09361290005364196
opt_30b,0.022995508904441447,0.05999720433278209,0.7263737569674478,0.03279539211262947,0.6136970891008157,0.42671317098887535,0.12237076844162169,0.08896115850465516,0.17136775150987676,0.3939032719485978,0.09945899980581405,0.02841244789994725,0.6990954148487114,0.08251694115012995,0.9208366823950747,0.6863385890939745,0.03824256294633927,0.14248107900311388,0.45540444377106615,0.7664229636070814,0.0368629900964658,0.03137993793192446,0.6307621480736804,0.38753789789741827,0.10134483528521625,0.3026840085832708,0.9460747963258476
65B,0.14283008780881276,0.05306817220981766,0.06436460873423087,0.04938074069619457,0.16458556943422278,0.41351985919997514,0.05174148558463105,0.062487096579687984,0.3809689876279669,0.17134180007269026,0.37602439859260384,0.04135930304142178,0.042980156283588825,0.3604627347922025,0.08761966074095667,0.05288564320096837,0.054125039121470875,0.4813262036624931,0.1655858846797551,0.14358576960557373,0.048784117557985736,0.05023489942315559,0.12934618676201134,0.1695616458513525,0.3412962267352173,0.06720571910833238,0.05115083342861812
opt_13b,0.043685366259411544,0.08634822550489141,0.8704875201435985,0.04213332089392137,0.557046599625417,0.37896749563783766,0.13020742008418024,0.11532452161945447,0.07946993179284084,0.28972579556085654,0.07535775008118853,0.04061705671792584,0.7852763806557654,0.0589361766255322,0.9930026177601863,0.7116728457749758,0.051792478017760823,0.05702176742023975,0.4577668090004052,0.771116976212478,0.06326416222471112,0.0334231359593271,0.6049537585474805,0.3200229567618128,0.06067935948921649,0.30828970638459346,0.9654535796937185
opt_iml_30b,0.0391954318665712,0.0748358306239607,0.42364745468371,0.056735449479352246,0.4623382299771999,0.31338379846290043,0.11482997258054392,0.119408678403028,0.15862634406813503,0.1882022750433083,0.15370142641410148,0.050486870132630896,0.4420212228494178,0.09025230419332564,0.5154556118290797,0.5486314583877419,0.06492578609865414,0.1511094483816262,0.3088503474398613,0.5915357298883644,0.04885528568727927,0.07843519535361965,0.4198543720041294,0.43122222948142125,0.09723908967695422,0.29621444531696733,0.7296462165040913
flan_t5_large,0.7724622190796735,0.7275268851663376,0.20765125427740463,0.46873449251166127,0.2389022859970622,0.2171879380840271,0.2950223392645354,0.4195090405426897,0.11290172223774442,0.023600722942332765,0.48781601070348257,0.6302721825557287,0.3911539036834756,0.28913342106916157,0.39107686966278005,0.21176360514192555,0.756070126056606,0.238491322280415,0.19661324740937483,0.2778326481755017,0.7432524482063563,0.3013414096032408,0.02205713990475083,0.4099648863080572,0.18293866794054506,0.767325345053467,0.09859823455074486
7B,0.15023498969548865,0.05055443233935706,0.05927996395795294,0.041345848188767256,0.2705081981336966,0.6514709967007931,0.06641138211786395,0.0664398829329899,0.6462348128488276,0.3652888267975564,0.6137356918843246,0.028188210254874353,0.0384552952194624,0.5413378378946273,0.0831622060720647,0.057814451031580845,0.04344570556041429,0.7609169810929608,0.3406191026236515,0.24793530292029203,0.03566788840568805,0.03195810202812259,0.243489395968508,0.255630214240581,0.5321420633793944,0.08769826541342168,0.09909377309083306
gpt_j,0.011626995689836672,0.029575962675833067,0.6988534735594534,0.017247887477839292,0.7689161620759802,0.7488643930237422,0.08927739728236533,0.07501092715623289,0.42892529608826885,0.7850895805432894,0.5209549111147272,0.012326815374065981,0.6472916727862084,0.043006252916540255,0.7231761739443272,0.6835523154583505,0.018298647393698162,0.2937601457740404,0.8362551264777723,0.8431317924134144,0.011574623659267978,0.013831239087193062,0.816106190628998,0.35704681466682453,0.03112426001327232,0.2725473575616819,0.9376002037557515
opt_6.7b,0.03334312228160795,0.05336321622435168,0.34231753339574333,0.0394927564644094,0.5079635032918062,0.45349411754301244,0.14182708790577553,0.20142485539612262,0.26042907452516606,0.23509585131515104,0.20518595382443036,0.03531506807631124,0.3047691377769243,0.1218604309912391,0.34224129078225335,0.3557739044896563,0.0485692711107959,0.24326668435872997,0.2506202893104088,0.5907056657915093,0.03705951165584666,0.034872080608676984,0.3962477222670482,0.41231254598482714,0.10986796645304983,0.2492815574339084,0.7631124127528178
t0_11b,0.7854397516059376,0.6697163331004016,0.1813188419753228,0.3850961189036391,0.16371631996385252,0.18348396842311407,0.1929100534721535,0.25163551241344206,0.11827840436932069,0.02654515161730661,0.4097936909326314,0.618632618409668,0.3622460338298401,0.27950432560469246,0.4960987433900491,0.19440631421113982,0.6294007727972393,0.18922204187779212,0.19725461492343166,0.24295909597146328,0.7427525469546571,0.31075224883698865,0.02250506735897693,0.28503249904870875,0.20085503902334176,0.6238548384883434,0.10529973155615194
t0_3b,0.7926279438204122,0.6524669831012161,0.1654209864353088,0.40788391944629826,0.1477086401627608,0.20861473910203995,0.13501562949257595,0.22621992216498935,0.1282748043439371,0.02610016566747345,0.48425111408422694,0.6051237835745095,0.35210562946309465,0.34250313197833643,0.4009688039335607,0.18410568068049277,0.631619382490846,0.25242026837129555,0.1852334697031364,0.26682082073959357,0.7019176933873097,0.3232090806689256,0.021838044688197854,0.350964742931924,0.2424736375758854,0.609425903602501,0.08866077705236339
opt_350m,0.042807842455334436,0.08069050522619575,0.32739199429661636,0.03910484494500354,0.7038230472484883,0.5087521094093549,0.3384739402023626,0.39780133938597806,0.3579162630343332,0.3608200194478583,0.2781938344862078,0.022461489362842858,0.48788429991579735,0.16589068361669984,0.8105191174586086,0.5945902394128602,0.05333344556597127,0.32934388459935043,0.507702083024278,0.7177320338526119,0.020171471416815055,0.028262291138244022,0.8236125435659675,0.7176808814128679,0.12930008106794694,0.42291177240917255,0.872469308438662
opt_125m,0.02928238932077101,0.08013402451794346,0.08141415083453325,0.03488887613372245,0.7793647418523544,0.6110488952924199,0.3663546729929525,0.3841211646231839,0.5475635189055765,0.4204661085232207,0.5502277390582336,0.02141198634499995,0.3267037823961579,0.1765848355093829,0.14236633325049342,0.3369230569902698,0.0643207015677716,0.5644375605139167,0.4505203831160404,0.7700949204153212,0.027924842186052817,0.04208632935657043,0.6400903897300343,0.8775200039695714,0.15227687773801313,0.42618889224326667,0.6943493146369513
30B,0.08992937963715843,0.05098661040266807,0.07040870399951728,0.045325368905239666,0.0908935762673042,0.3619538077333831,0.0584410965388023,0.055963050563077675,0.34448650226582744,0.0915253887561781,0.2812964524378263,0.03525244467510093,0.031641974541181596,0.4274084493879203,0.05067422780701337,0.0484751489980581,0.048873377674898216,0.4834917080030076,0.08467025355271979,0.09926462416733237,0.04778841287932671,0.038161356544356595,0.06018630257113852,0.12672270718341502,0.37698971123788094,0.06850526428255704,0.054473929269079915
opt_iml_max_1.3b,0.05384656309274333,0.09899228539907345,0.2031334980153674,0.07203510295887408,0.46214248999722646,0.2970671054242643,0.20727581947270876,0.22596438971632107,0.17897993124507489,0.18531147032839435,0.20290134170443908,0.06128041324602786,0.3203456451042045,0.11171623040971292,0.2619246685651507,0.2995300181428741,0.09128618976363373,0.1940047577096359,0.22997881346084628,0.5053892356462704,0.07846741571838045,0.05811768832748662,0.3090361587737365,0.48061468325025863,0.07487993863059772,0.36798677975428734,0.5882444884279266
opt_2.7b,0.031374182555346436,0.07171644611113288,0.5990684932843409,0.044738467531020024,0.7225659647265066,0.5514539200007794,0.22196341919205437,0.2676616646523551,0.3350285976878351,0.42773517817842316,0.2828842883651585,0.034271064584150766,0.6552863115975319,0.13998545913765467,0.7306769458836146,0.6153029660766959,0.054358166640702546,0.34450440983547953,0.5373723805395026,0.7706908916334595,0.032115159616802946,0.03951454261761694,0.6247232951501344,0.6287727467446895,0.1274838335771902,0.47299408694670814,0.8904077933404911
